the_geom,segmentid,bikeid,prevbikeid,status,boro,street,fromstreet,tostreet,onoffst,facilitycl,allclasses,bikedir,lanecount,ft_facilit,tf_facilit,instdate,grnwy,gwsystem,spur,gwyjuris,ret_date,gwsys2,tf2facilit,ft2facilit,category
"{'type': MultiLineString, 'coordinates': [[[-74.02913396920395, 40.63537274709689], [-74.02935624643052, 40.634836692614805]]]}",0017545,3086.0,NA,Current,3,RIDGE BOULEVARD,WAKEMAN PL,MARINE AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00655432402675, 40.62803972009845], [-74.00713522378663, 40.62748114716329]]]}",0019663,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00471774667902, 40.62980441432152], [-74.00529854830324, 40.62924543653781]]]}",0019669,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00829968858406, 40.62636149775417], [-74.00853676729395, 40.626132838400665]]]}",0329660,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.02125419957018, 40.61948204662035], [-74.02089938129566, 40.61926265481927]]]}",0126846,3083.0,NA,Current,3,85 ST,DYKER PL,14 AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01328877181827, 40.61466918558452], [-74.011391905444, 40.613523521264476]]]}",0127065,3083.0,NA,Current,3,85 ST,DYKER PL,14 AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.03310842044327, 40.6256470511816], [-74.0333913528733, 40.6249667921771]]]}",0016939,3086.0,NA,Current,3,RIDGE BOULEVARD,WAKEMAN PL,MARINE AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00529854830324, 40.62924543653781], [-74.0059263769637, 40.62864409292833]]]}",0019667,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00713522378663, 40.62748114716329], [-74.00783442255823, 40.626808404362954]]]}",0019657,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00853676729395, 40.626132838400665], [-74.00887928261909, 40.62580248375021]]]}",0329661,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01120610646447, 40.62356599211971], [-74.01156835771589, 40.62321804028192]]]}",0127118,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01004189173906, 40.62468620259036], [-74.01029663212192, 40.62444088740676]]]}",0127122,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01304073246277, 40.62180286824563], [-74.01362246784487, 40.62124382170581]]]}",0019424,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.0119082382216, 40.63323440493957], [-74.00970417973765, 40.631904851312015]]]}",0019468,3076.0,NA,Current,3,64 ST,7 AV,14 AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01548877542486, 40.61599791695521], [-74.01328877181827, 40.61466918558452]]]}",0017322,3083.0,NA,Current,3,85 ST,DYKER PL,14 AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.02089938129566, 40.61926265481927], [-74.0198946012814, 40.618656476575794]]]}",0017219,3083.0,NA,Current,3,85 ST,DYKER PL,14 AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.02227378618228, 40.620109058914984], [-74.02177692780269, 40.61980525366097]]]}",0126844,3083.0,NA,Current,3,85 ST,DYKER PL,14 AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.011391905444, 40.613523521264476], [-74.01108648038779, 40.61333904336612]]]}",0127066,3083.0,NA,Current,3,85 ST,DYKER PL,14 AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.03598944400063, 40.61859585866138], [-74.03617598121309, 40.618107620643535]]]}",0016761,3086.0,NA,Current,3,RIDGE BOULEVARD,WAKEMAN PL,MARINE AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.03432262045413, 40.622682209853835], [-74.03460061561202, 40.62200073882845]]]}",0016779,3086.0,NA,Current,3,RIDGE BOULEVARD,WAKEMAN PL,MARINE AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.0333913528733, 40.6249667921771], [-74.0337421165072, 40.62409897201735]]]}",0016785,3086.0,NA,Current,3,RIDGE BOULEVARD,WAKEMAN PL,MARINE AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01362246784487, 40.62124382170581], [-74.01420288403, 40.620684744435295]]]}",0019422,3067.0,NA,Current,3,11 AV,62 ST,79 ST,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.02935624643052, 40.634836692614805], [-74.02963292345248, 40.634152929519274]]]}",0017543,3086.0,NA,Current,3,RIDGE BOULEVARD,WAKEMAN PL,MARINE AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.03047307277487, 40.63209896770728], [-74.03063851166307, 40.631696499643695]]]}",0126796,3086.0,NA,Current,3,RIDGE BOULEVARD,WAKEMAN PL,MARINE AV,ON,II,II,R,1,Conventional,,2020-06-19T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.91838415689905, 40.735238852162645], [-73.9184004943601, 40.73516116788926]]]}",0172422,3090.0,NA,Current,4,48 ST,BQE SR RD WB,LAUREL HILL BL,ON,II,II,R,1,Curbside,,2020-07-13T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9183729040521, 40.73529234428152], [-73.91838415689905, 40.735238852162645]]]}",0172421,3090.0,NA,Current,4,48 ST,BQE SR RD WB,LAUREL HILL BL,ON,II,II,R,1,Curbside,,2020-07-13T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.91861228526304, 40.734161547330416], [-73.9186318958703, 40.73406898802736]]]}",0132405,3091.0,NA,Current,4,48 ST,LAUREL HILL BL,47 ST,ON,II,II,R,1,Conventional,,2020-07-13T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9184004943601, 40.73516116788926], [-73.91861228526304, 40.734161547330416]]]}",0132404,3091.0,NA,Current,4,48 ST,LAUREL HILL BL,47 ST,ON,II,II,R,1,Conventional,,2020-07-13T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9186318958703, 40.73406898802736], [-73.91881437791419, 40.73320765533665]]]}",0132406,3091.0,NA,Current,4,48 ST,LAUREL HILL BL,47 ST,ON,II,II,R,1,Conventional,,2020-07-13T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.91835870994863, 40.73535982641048], [-73.9183729040521, 40.73529234428152]]]}",0172424,3090.0,NA,Current,4,48 ST,BQE SR RD WB,LAUREL HILL BL,ON,II,II,R,1,Curbside,,2020-07-13T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.91834759991787, 40.73541266936083], [-73.91835870994863, 40.73535982641048]]]}",0172423,3090.0,NA,Current,4,48 ST,BQE SR RD WB,LAUREL HILL BL,ON,II,II,R,1,Curbside,,2020-07-13T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.91881437791419, 40.73320765533665], [-73.91886843005618, 40.732828866611534]]]}",0116318,3091.0,NA,Current,4,48 ST,LAUREL HILL BL,47 ST,ON,II,II,R,1,Conventional,,2020-07-13T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.8329495624471, 40.63882349449128], [-73.83276595851243, 40.63854455710962], [-73.83266077297196, 40.638378026653996], [-73.83245083293285, 40.63808625402892], [-73.83220577940425, 40.63776932146592]]]}",0150552,4000,1817,Retired,4,CROSS BAY BOULEVARD,ADDABBO BR,CROSS BAY BL,ON,II,II,R,1,Conventional,,2020-08-27T00:00:00.000,Greenway,,,DOT,2023-12-30T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.82161619158023, 40.61472818808357], [-73.82152280731846, 40.61462380761099]]]}",0196536,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.8303887789581, 40.63536445589846], [-73.8300089730514, 40.63468229270392]]]}",0286465,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.82170208047356, 40.614824190996046], [-73.82161619158023, 40.61472818808357]]]}",0196535,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.82874815572673, 40.63120749076555], [-73.8258768760312, 40.6211646222728]]]}",0150548,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.82379811766793, 40.61729850220895], [-73.82200909120304, 40.61518662651806], [-73.8220090806013, 40.61518661389433]]]}",0135281,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.8300089730514, 40.63468229270392], [-73.82982501823929, 40.634330979594544], [-73.82960897858406, 40.63385701272244], [-73.8295009908483, 40.63360097865213], [-73.82935806300405, 40.633233966459755], [-73.82907598822328, 40.632363940527505], [-73.82884197921318, 40.63153198015745], [-73.82874815572673, 40.63120749076555]]]}",0150981,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.83091778328433, 40.63614937413964], [-73.8308436111017, 40.63604809246106], [-73.83077083430413, 40.63594622564743], [-73.83069945758808, 40.635843784514435], [-73.83062949155789, 40.63574078078724], [-73.83056094327378, 40.63563722528496], [-73.83049381979357, 40.63553312972726], [-73.83042812817719, 40.63542850493333], [-73.83042247389574, 40.635419367116135], [-73.83041683144798, 40.63541022481351], [-73.83041119846743, 40.63540107892248], [-73.83040557731836, 40.635391929446584], [-73.83039996682082, 40.63538277548344], [-73.83039436815469, 40.6353736179354], [-73.8303887789581, 40.63536445589846]]]}",0286464,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.8254718821207, 40.62001576040619], [-73.82538224861281, 40.61981194146653], [-73.82528787575941, 40.6196093687761], [-73.82518879415737, 40.619408106306864], [-73.82508503558873, 40.61920821623107], [-73.82497663182717, 40.61900976342207], [-73.82486361701554, 40.61881281005484], [-73.82474602884298, 40.61861741740874], [-73.8246239026312, 40.61842364765978], [-73.82449727724801, 40.61823156208845], [-73.82436619274144, 40.618041221976505], [-73.82423069152624, 40.617852686808234], [-73.82409081601526, 40.617666016067396], [-73.82394660862228, 40.617481268337045], [-73.82379811766793, 40.61729850220895]]]}",0150979,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.8258768760312, 40.6211646222728], [-73.8254718821207, 40.62001576040619]]]}",0156843,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.8220090806013, 40.61518661389433], [-73.82170208047356, 40.614824190996046]]]}",0265506,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.83220577940425, 40.63776932146592], [-73.83210278234777, 40.63763515387645], [-73.83147329107835, 40.63685934056554], [-73.83105872213386, 40.636340886987256], [-73.83092834848486, 40.63616395289367], [-73.83091778328433, 40.63614937413964]]]}",0150550,4002.0,1817,Current,4,CROSS BAY BOULEVARD,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected,,2020-08-27T00:00:00.000,Greenway,Jamaica Bay,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.8139206373707, 40.69712157633808], [-73.8137258584672, 40.69713209444627]]]}",0151456,4428.0,,Current,4,ATLANTIC AV,VAN WYCK EXPY,VAN WYCK EXPY,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.81123662132106, 40.69691209536883], [-73.81067107250202, 40.6970690347185]]]}",0056858,4156.0,NA,Current,4,95 AV,ATLANTIC AV,SUTPHIN BL,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.80951157229903, 40.697398916954576], [-73.80896630881917, 40.69755100071461]]]}",0057022,4156.0,NA,Current,4,95 AV,ATLANTIC AV,SUTPHIN BL,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.80813871706431, 40.69779613182739], [-73.80731971656958, 40.698096003744894]]]}",0057030,4156.0,NA,Current,4,95 AV,ATLANTIC AV,SUTPHIN BL,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.81067107250202, 40.6970690347185], [-73.80982341547401, 40.697309713498754]]]}",0056860,4156.0,NA,Current,4,95 AV,ATLANTIC AV,SUTPHIN BL,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.80896630881917, 40.69755100071461], [-73.80813871706431, 40.69779613182739]]]}",0057024,4156.0,NA,Current,4,95 AV,ATLANTIC AV,SUTPHIN BL,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.8137258584672, 40.69713209444627], [-73.81361850843136, 40.697136738404815]]]}",0151455,4428.0,,Current,4,ATLANTIC AV,VAN WYCK EXPY,VAN WYCK EXPY,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.81279233619287, 40.69721000785228], [-73.81269551681169, 40.69721232043751], [-73.81259872004019, 40.69720953336471], [-73.81250240729416, 40.69720166179382], [-73.81240703874755, 40.697188741596065], [-73.81231307331414, 40.69717083565768], [-73.81222095682807, 40.697148029357734], [-73.81213113268682, 40.69712043238667], [-73.81204403002927, 40.6970881751247], [-73.81196006490333, 40.69705141404663], [-73.81187963792456, 40.69701032271289], [-73.81180313662189, 40.69696509897713], [-73.8117309236212, 40.69691595956381], [-73.81166334611544, 40.69686313828227], [-73.81160072757491, 40.696806888714804]]]}",0323630,4430.0,,Current,4,ATLANTIC AV,94 AV,ATLANTIC AV,ON,II,II,R,1,Conventional,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.81361850843136, 40.697136738404815], [-73.81356319517172, 40.697136782993304]]]}",0151454,4428.0,,Current,4,ATLANTIC AV,VAN WYCK EXPY,VAN WYCK EXPY,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.80982341547401, 40.697309713498754], [-73.80951157229903, 40.697398916954576]]]}",0056862,4156.0,NA,Current,4,95 AV,ATLANTIC AV,SUTPHIN BL,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.81356319517172, 40.697136782993304], [-73.81328553715389, 40.697146176406044]]]}",0151326,4428.0,,Current,4,ATLANTIC AV,VAN WYCK EXPY,VAN WYCK EXPY,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.81160072757491, 40.696806888714804], [-73.81123662132106, 40.69691209536883]]]}",0323626,4156.0,NA,Current,4,95 AV,ATLANTIC AV,SUTPHIN BL,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.81328553715389, 40.697146176406044], [-73.81297387161199, 40.697193814572614]]]}",0184836,4429.0,,Current,4,ATLANTIC AV,VAN WYCK EXPY,94 AV,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.80731971656958, 40.698096003744894], [-73.80646575625542, 40.69840843626753]]]}",0057034,4156.0,NA,Current,4,95 AV,ATLANTIC AV,SUTPHIN BL,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.81297387161199, 40.697193814572614], [-73.81279233619287, 40.69721000785228]]]}",0323629,4429.0,,Current,4,ATLANTIC AV,VAN WYCK EXPY,94 AV,ON,III,III,R,1,Shared,,2020-09-02T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88268714410064, 40.86600415573733], [-73.88262745420978, 40.866038744988515]]]}",0146106,4014.0,NA,Current,2,SOUTHERN BOULEVARD,BEDFORD PARK BL,SOUTHERN BL,ON,II,II,R,1,Curbside Buffered,,2020-09-04T00:00:00.000,Greenway,Bronx River,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88262745420978, 40.866038744988515], [-73.88255609731056, 40.86607722325672]]]}",0154585,4014.0,NA,Current,2,SOUTHERN BOULEVARD,BEDFORD PARK BL,SOUTHERN BL,ON,II,II,R,1,Curbside Buffered,,2020-09-04T00:00:00.000,Greenway,Bronx River,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88277721879446, 40.8660934318031], [-73.88273658843804, 40.86604857223496]]]}",0176442,4011.0,NA,Current,2,SOUTHERN BOULEVARD,BEDFORD PARK BL,BEDFORD PARK BL,ON,I,I,R,1,Protected,,2020-09-04T00:00:00.000,Greenway,Bronx River,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.88273658843804, 40.86604857223496], [-73.88268714410064, 40.86600415573733]]]}",0176444,4011.0,NA,Current,2,SOUTHERN BOULEVARD,BEDFORD PARK BL,BEDFORD PARK BL,ON,I,I,R,1,Protected,,2020-09-04T00:00:00.000,Greenway,Bronx River,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.88255609731056, 40.86607722325672], [-73.88227574734836, 40.86625031699969]]]}",0146101,4014.0,NA,Current,2,SOUTHERN BOULEVARD,BEDFORD PARK BL,SOUTHERN BL,ON,II,II,R,1,Curbside Buffered,,2020-09-04T00:00:00.000,Greenway,Bronx River,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88227574734836, 40.86625031699969], [-73.88203254378335, 40.86638513309602]]]}",0145922,4014.0,NA,Current,2,SOUTHERN BOULEVARD,BEDFORD PARK BL,SOUTHERN BL,ON,II,II,R,1,Curbside Buffered,,2020-09-04T00:00:00.000,Greenway,Bronx River,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.91866398624704, 40.848006007597434], [-73.91834570891261, 40.84824360277793]]]}",0158544,4495.0,698,Current,2,UNIVERSITY AV,WASHINGTON BR EXIT,W TREMONT AV,ON,I,I,R,1,Protected,,2020-09-28T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92237019231102, 40.84508130304454], [-73.92234850966042, 40.845125273020884]]]}",0354614,4495.0,698,Current,2,UNIVERSITY AV,WASHINGTON BR EXIT,W TREMONT AV,ON,I,I,R,1,Protected,,2020-09-28T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92244883340067, 40.84486857849526], [-73.92238402370596, 40.84504653532013]]]}",0158507,4495.0,698,Current,2,UNIVERSITY AV,WASHINGTON BR EXIT,W TREMONT AV,ON,I,I,R,1,Protected,,2020-09-28T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92101445582193, 40.84648311798454], [-73.92058724091237, 40.84679675799026]]]}",0228349,4495.0,698,Current,2,UNIVERSITY AV,WASHINGTON BR EXIT,W TREMONT AV,ON,I,I,R,1,Protected,,2020-09-28T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92231061903689, 40.84520210906937], [-73.92220055941338, 40.84538933828721], [-73.92207084548699, 40.845570600060185], [-73.9219224041418, 40.84574412368082], [-73.92175652971473, 40.84590829717318], [-73.92157482355034, 40.84606164564411], [-73.92137914053151, 40.84620292490272]]]}",0158503,4495.0,698,Current,2,UNIVERSITY AV,WASHINGTON BR EXIT,W TREMONT AV,ON,I,I,R,1,Protected,,2020-09-28T00:00:00.000,,,,,,,,,bike_lane_install
